sentiment,text,clean_text
neutral,"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",fsecure reported that   the first half of  has seen a growing number of targeted malware attacks on individuals  companies  and organizations
positive,"Furthermore , Novator Finland Oy has entered into a securities lending agreement , whereby Novator Finland Oy will hold directly the same amount of shares that are underlying of the OMX market forwards from May 23 through May 26 , 2008 .",furthermore  novator finland oy has entered into a securities lending agreement  whereby novator finland oy will hold directly the same amount of shares that are underlying of the omx market forwards from may  through may
neutral,Gearing was 43 % compared to 67 % in 2004 .,gearing was   compared to   in
neutral,"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .",geneva  feb   tero aaltonen  finland has developed a radio resource control method
neutral,"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",germany s innovational centers are united in focusing at companies  which aim at use of technologies and development of new kinds of activity  through supporting the beginner companies with the entire spectrum of their services
positive,"Glaston , headquartered in Tampere , Finland , is a growing , international glass technology company .",glaston  headquartered in tampere  finland  is a growing  international glass technology company
neutral,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",glaston s own glass processing unit  tamglass glass processing  is a manufacturer of high quality safety glass products  and operates in finland
neutral,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",glaston s own glass processing unit  tamglass glass processing  is a manufacturer of high quality safety glass products operating in finland
neutral,"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",global markets direct s pohjola bank plc  financial analysis review is an indepth business  financial analysis of pohjola bank plc
negative,GSK announced in November 2008 that it would close its operations in Dartford .,gsk announced in november  that it would close its operations in dartford
neutral,He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,he is a chartered accountant in british columbia and alberta as well as a certified public accountant in washington state
neutral,He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,he joined rautakirja in  to lead one of its four business areas and took up the position of president and ceo in
neutral,"Headline of release dated March 26 , 2008 should read : Acacia Subsidiary Enters into Settlement Agreement for Rule Based Monitoring Technology with F-Secure ( sted Acacia Technologies Licenses Rule Based Monitoring Technology to F-Secure ) .",headline of release dated march    should read  acacia subsidiary enters into settlement agreement for rule based monitoring technology with fsecure  sted acacia technologies licenses rule based monitoring technology to fsecure
positive,"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",helsinki  finland  sept     globe newswire   ixonos plc expands the company s smartphone rd services and establishes a new nextgeneration smartphone design unit in connection with ixonos  site in jyvaeskylae
neutral,"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",helsinki  may   finnish company lemminkainen oyj  hel  lems  said today that it will construct an office building at toolonlahti in downtown helsinki  without disclosing financial details
positive,"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .",helsinki  thomson financial   mreal said it will exercise an option to buy a mw natural gas power plant and land in kyroskoski  finland  for around  mln eur from kyro oyj
neutral,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,her last position in nokia siemens networks was head of business human resources nsn global it
neutral,Her present position is the director of Stockmann 's international department stores .,her present position is the director of stockmann s international department stores
neutral,Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,her work at netapp included strategically repositioning the brand in the category and a major global relaunch
neutral,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",honkarakenne also decided yesterday to sell  of its b series shares to key staff members for eur  per share
neutral,"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",honkarakenne also decided yesterday to sell  of its bseries shares to key staff members for eur  per share
neutral,hu will offer a further discount of between 25 % and 50 % on selected books .,hu will offer a further discount of between   and   on selected books
neutral,"If needed , she provides also further information on ferry connections and hotels .",if needed  she provides also further information on ferry connections and hotels
neutral,"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",igor and oleg yankov  who currently manage moron and vitim  will hold onto the   stake for now
neutral,Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display
neutral,Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,implementation of the project will be carried out by the finnish company yit in association with the investment fund evli property investment russia  epi
neutral,"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",in    million tonnes co of eua  eu allowance  emissions credit in eu  was traded with an underlying market value approx
neutral,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",in  talentum will disclose three interim reports  q  january  march  on friday   april    q  april  june  on friday   july    q  july  september  on friday   october
neutral,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",in   the steel industry accounted for  percent of the cargo volumes transported  whereas the energy industry accounted for  percent and other industries for  percent
neutral,"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",in a letter to economic affairs minister  the listed estonian shipping company tallink asks for the approval to be entitled to a   cut in port fees in
neutral,"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",in a recent interview with the financial times  ft   sampo s board chairman bjorn wahlroos said if pc was certainly for sale and the price had been set at sek  billion  confirming earlier statements
neutral,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",in a release on oct   peab said the two businesses will continue to be conducted under the brands cliffton and stockholm entreprenad  both part of the peab group
negative,"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",in addition  a further  employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed
neutral,"In addition , MIDs are always online and enable full Internet browsing .",in addition  mids are always online and enable full internet browsing
neutral,"In addition , the contract includes modification of the effluent treatment plant at Follum .",in addition  the contract includes modification of the effluent treatment plant at follum
positive,In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,in addition the deal includes a call option which will enable maritim food as to increase its holding in sandanger as to   in the future
neutral,"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",in connection with the deal  digia will employ  persons from nokia in oslo and in silicon valley in the usa
neutral,"In his current position , Manty has worked since 1996 .",in his current position  manty has worked since
neutral,"In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results .",in terms of power generation  fortum produced  twh of electricity during the first nine months of   compared with  twh during the same period in   according to figures released in the group s latest financial results
neutral,"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",in the financial statement for the first quarter of   tikkurila is reported under discontinued operations
neutral,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",in the fourth quarter of   oko banks expects the operating environment for banking and investment services to remain similar to that in januaryseptember
neutral,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,in the meantime the ceo s duties will be assumed by outotec s deputy ceo seppo rantakari
neutral,"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",in the sinter plant  limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for ironmaking
neutral,"In this way , the industry 's starting point has been the consumers ' needs .",in this way  the industry s starting point has been the consumers  needs
neutral,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",in total  more than  surveillance cameras will be handled and managed according to a variety of needs  the company said
neutral,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",in volume  the focus is already outside finland  as   of the group s products are made in poland and the baltic countries
neutral,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",incap  headquartered in oulu  finland  is a electronics contract manufacturer with some  employees in finland  estonia and india
neutral,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,incap contract manufacturing is a subsidiary of incap corporation of finland
neutral,"Includes company and brand share data by category , as well as distribution channel data .",includes company and brand share data by category  as well as distribution channel data
neutral,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",indigo and somoncom serve  subscribers and had a market share of approximately   as of may
neutral,"industry in Asia + Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",industry in asia  pakistan  malaysia  taiwan and philippines today  global research  data services is going to publish several market analyses about the cement markets in asia
neutral,"Intellisync Wireless Email from Nokia is a full-featured wireless e-mail solution that connects users to their e-mail , calendar , contacts , notes and task lists while away from the office , according to the company .",intellisync wireless email from nokia is a fullfeatured wireless email solution that connects users to their email  calendar  contacts  notes and task lists while away from the office  according to the company
neutral,Investment management and investment advisory services are the company 's sole line of business .,investment management and investment advisory services are the company s sole line of business
neutral,Investments are not disclosed .,investments are not disclosed
neutral,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,investments in product development stood at  mln euro    mln
neutral,"ISMS does not disclose its financial results , the daily said .",isms does not disclose its financial results  the daily said
neutral,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",it also includes the installation of new equipment  training and startup services  as well as service work of the shoe press delivered by vaahto in
positive,"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .",it currently employs about  people and expects headcount to reach  by end of
neutral,It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,it has been agreed with the company s board of directors that she will be available in an advisory role
neutral,It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .,it is also in the process of taking a seat on capman s board  a course which has the support of capman management
neutral,"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange .",it is also set to launch a messaging service in the next few days  which would enable users to access their email accounts on ms exchange
neutral,"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) .",it is estonia s secondlargest meat processing company by market share  according to ac nielsen s  data   percent
neutral,It is expected to be online by 2011 .,it is expected to be online by
positive,"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .",it rose by   and by   in finland and abroad  respectively  to eur  million and eur  million  due to a   growth in russia
neutral,It 's not .,it s not
neutral,It was decided that the auditors are reimbursed according to invoice .,it was decided that the auditors are reimbursed according to invoice
neutral,It will report full-year results on August 22 .,it will report fullyear results on august
neutral,"Its annual capacity is some 10,000 MW .",its annual capacity is some  mw
positive,"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",its main business area  the glass machinery group of glaston technologies  is the global market leader in glass processing machines
neutral,Its market share is 6 percent according to AC Nielsen 's 2008 data .,its market share is  percent according to ac nielsen s  data
neutral,"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",its product portfolio comprises harvesters  forwarders  harvester heads  as well as cranes and loaders
neutral,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",janis arbidans  ceo of yit celtnieciba  said the company was focusing on housing and real estate development market
neutral,"Jeder Beta-Tester erh+Ælt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+¦glichkeit , die finale Version zu beeinflussen .",jeder betatester erhlt kostenlos sechs monate lang updates und hat laut eigener aussage die mglichkeit  die finale version zu beeinflussen
positive,"Jobs will not be transferred from Finland , however .",jobs will not be transferred from finland  however
neutral,Joint procurement will be later extended to the factories in the Baltic countries .,joint procurement will be later extended to the factories in the baltic countries
neutral,"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",jon risfelt has previously held operational executive positions in europolitan  ericsson  sas  american express card and travel divisions  as well as nyman  schultz  ceo   vodafone sweden  ceo   and gambro renal products  ceo
neutral,"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .",kaleva kustannus oy  business id   has  according to its notice  on  august  acquired  alma media shares
neutral,Karppinen expects the consolidation trend to continue in the Finnish market .,karppinen expects the consolidation trend to continue in the finnish market
positive,Kaupthing forecasts a significant price increase for printing paper in 2007 .,kaupthing forecasts a significant price increase for printing paper in
neutral,"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",kaupthing forecasts that finnishswedish stora enso will close its mill in reisholz  in germany
neutral,Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,kemira shares closed at   xac     us
positive,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,kesko food ltd press release  at  kesko food ltd is launching a major tv campaign to recruit as many as one hundred new kfood retailers
neutral,"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",kesko has about  stores engaged in chain operations in the nordic and baltic countries  russia  and belarus
neutral,Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,kirsi rantanen was previously development director for hk ruokatalo s poultry business
neutral,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",koduextra is operating a retail chain of  stores  controlled by finnish nonfood center ky  rukax oy  and scantukka oy
neutral,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",koff s market share of the volume of the market was    karhu s
neutral,"L+Ænnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",lnnen tehtaat s food division was reorganised into two strategic business units  apetit frozen foods and jams  and apetit fish
neutral,"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",last year  the firm also acquired realprojekti oy  a real estate development company  to advise capman on its property activities
neutral,"Later on , about 150 Finnish-made houses will be build in the area .",later on  about  finnishmade houses will be build in the area
neutral,Lemmink+Æinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,lemminkinen started the manufacture of roofing felt in  and the production of asphalt in the s
neutral,"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",like all other mechanical pipettors from biohit  also proline plus is ceivd marked and comes with a year warranty
neutral,"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",london  afx   intertek group plc  a testing and inspection company  said its commercial and electrical division has bought finlandbased company natlabs oy from etteplan oyj for  mln eur in cash
neutral,"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .",loudeye corp  up   at   nokia corp  down  cents at   nokia agreed to buy the digital music distributor for   million
neutral,( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),a spokesperson told wwd to expect a  mix of clothing and home decor
neutral,"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .",adp news   dec     finnish powersupply solutions provider efore oyj  omx  efov  said yesterday it opened a technology research and development  rd  laboratory at helsinki university of technology
positive,"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",adp news   nov     finnish powersupply solutions provider efore oyj  omx  efov  announced today the launch of opus dc  the latest power system in its opus product line
positive,"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",adp news   nov     finnish cargo handling systems and services company cargotec oyj  omx  cgcbv  said today that it acquired   stakes in italian service companies cvs technoports srl and cvs service srl from italian handli
neutral,"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",adp news   nov     finnish paper  packaging and forest products company stora enso oyj  omx  sterv  said today that it would invest eur  million  usd  m  in the building of a power plant at its ostroleka mi
positive,"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",adpnews   nov     four companies have agreed to buy for a combined sek  billion  usd meur  m  all drug stores offered for sale as part of the restructuring of swedish statedowned pharmacy monopoly apoteket ab  t
neutral,( The acquisition sum has not been disclosed . ),the acquisition sum has not been disclosed
neutral,"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",luna took fifth place on sixunder   a shot behind spain s beatriz recari and germany s martina eberl  while welsh player becky brewerton was the highestplaced british finisher  sharing seventh place on threeunder  after shooting
neutral,"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .",maggie ramsey s wait  and those of thousands of oregon and washington guides  anglers and others who flock to his frequent seminars  is nearly over
neutral,"MANAVIGATOR-November 1 , 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ) .",manavigatornovember   deal snapshot  swedish peab buys equipment rental firm cramo swedish construction company peab ab  sto  peab b  announced the acquisition of equipment rental company cramo entreprenadmaskiner ab from finnish group cramo oyj  hel  crav
neutral,"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",marathon now has a  percent stake in plx  it said  according to bloomberg
neutral,Market data and analytics are derived from primary and secondary research .,market data and analytics are derived from primary and secondary research
positive,"Martela said plans to expand its recycled furniture business elsewhere in Finland , too .",martela said plans to expand its recycled furniture business elsewhere in finland  too
neutral,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",may     companiesandmarketscom delivered by newstex   this report provides key data and information on the meat  fish and poultry market in finland
neutral,"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .",meanwhile  alfa owns   of megafon through altimo  and   of turkcell via an   stake in cukurova holding
neutral,"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",mercator will use the software for its logistic  retail and wholesale operations in slovenia and its other markets in southeastern europe
neutral,Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,metsabotnia will sell   of its stake in the uruguayan companies and metsaliitto
negative,"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",metso foundries jyvaskyla  inc will begin personnel negotiations on temporary layoffs and personnel reductions in jyvaskyla  finland
neutral,"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",metso foundries jyvaskyla oy will discontinue production on this line by  september   the company said
neutral,Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 .,metso foundries jyvaskyla oy will discontinue production on this line by  september
neutral,"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",metso oyj said it has sold its spreader roll manufacturing business and related assets in the town of nokia  southern finland  to a group of finnish investors  who will operate the business under the name of finbow oy
positive,"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",microsoft also churned up its courtship  agreeing to use the navteq mapping service  which is offered by a company nokia bought for   billion a few years ago
neutral,Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,microsoft last week also issued the first patch for the windows  operating system beta it had released days earlier
neutral,"More than 50,000 tonnes of asphalt mix will be used in the contract .",more than  tonnes of asphalt mix will be used in the contract
neutral,"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",mreal  which is part of finnish paper maker metsaliitto group  is due to release its secondquarter report at around  eet on  august
neutral,"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+Æliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",mreal corporation stock exchange release  august  at  pm mreal has received the eur  million cash payment from sappi mreal corporation  a part of metsliitto group  divested its graphic papers business to sappi limited at the end of  for eur  million
neutral,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",n  group will pay eur  m of the transaction price upon closing  and the remaining sum in
negative,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",national conciliator juhani salonius  who met both parties on wednesday  said they were too far apart in their views for him to propose mediation
neutral,ND = Not disclosed .,nd  not disclosed
neutral,Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,negotiations with representatives of the personnel regarding the restructuring process have now been ended
neutral,Neither of the companies use genetically engineered soy at the moment .,neither of the companies use genetically engineered soy at the moment
neutral,"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",neste oil will publish its third quarter  results on friday   october  at approximately  am  eet
neutral,"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .",new delhi  feb   korteniemi anneli  helokunnas tuija  peltola marjo  keskinen jukka  salminen jussi  tusa kia and janhonen risto of nokia telecommunications oy  espoo  finland have developed cable adjustment device
neutral,New Novator products are supposed to be exported .,new novator products are supposed to be exported
positive,New product launches in Finland will more than double from 2005 .,new product launches in finland will more than double from
neutral,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",niina nenonen  marimekko s current director for clothing  bags and accessories lines  will take up this role
neutral,No changes in media activity were seen in October compared with September .,no changes in media activity were seen in october compared with september
neutral,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,no decision on such sale of the now issued or existing treasury shares to ya global has been made yet
neutral,No financial detail were available .,no financial detail were available
neutral,No financial details were revealed .,no financial details were revealed
neutral,No financial information was provided .,no financial information was provided
neutral,No other ev3 devices were involved in this action .,no other ev devices were involved in this action
neutral,Nokia is also negotiating the product portfolio of the new company .,nokia is also negotiating the product portfolio of the new company
neutral,"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",nordea pankki suomi oyj  according to previously announced  has made forward contracts on alma media corporation shares
neutral,Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,nordea s chairman of the board hans dalborg has informed the nomination committee that he will not be up for reelection at the annual general meeting in
neutral,Nordea was the cheapest also for a couple in their 30s with debt .,nordea was the cheapest also for a couple in their s with debt
neutral,"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -_ 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia .",nordic business report january efore plc inaugurates new plant in estonia   m communications ltd finnish power electronics manufacturer efore plc said on tuesday   january  that it was inaugurating its new plant in parnu  estonia
neutral,"Nordstjernan will make the offer in approximately one month , in September 2007 .",nordstjernan will make the offer in approximately one month  in september
neutral,Number of offers received for this contract is two .,number of offers received for this contract is two
neutral,NWC ANALYSIS :,nwc analysis
neutral,Odell has not contacted the State of Finland in this issue .,odell has not contacted the state of finland in this issue
neutral,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",okhta center area is expected to have about  square metres of office premises by
neutral,Okmetic has used the furnaces for the contract manufacturing of solar crystals .,okmetic has used the furnaces for the contract manufacturing of solar crystals
neutral,Okmetic revised its 2010 financial outlook based on its order book .,okmetic revised its  financial outlook based on its order book
neutral,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",on  august   sampo s stake in nordea was
positive,"On the other hand , Montevideo said that having the two mills working in the area will generate jobs .",on the other hand  montevideo said that having the two mills working in the area will generate jobs
positive,"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .",on wednesday he announced that the government would propose granting a licence for two reactors  one to be built by fennovoima  and the other by tvo
neutral,"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",one can also apply for jobs directly from the ipad  select which cv to attach and which covering letter is most appropriate for each position
neutral,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",one price category is for calls on the preferred operator s network  and another for calls on other operators  networks
neutral,"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",operators only need to learn how to use one device for multiple levels of applications  including voicedirected operations
neutral,"Originally posted to the PCMag.com security blog , Security Watch .",originally posted to the pcmagcom security blog  security watch
neutral,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,oriolakd is a spinoff of finnish pharmaceutical group orion oyj s wholesale division
neutral,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",other  northrhine westphalia  is to issue a benchmark   year fixed rate deal in euros
neutral,Other details were not provided .,other details were not provided
neutral,"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .",our objective is to yield a significant part of our turnover in russia in a couple of years   says solteq s managing director hannu ahola
neutral,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",outotec is currently delivering a new oil shale processing plant for eesti energia in estonia based on enefit technology  which has been developed jointly by eesti energia and outotec
neutral,"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",pa   jpmorgan chase and co  nyse  jpm  and pohjoa bank are joint leadmanagers on the senior  unsecured deal
neutral,Panostaja did not disclose the purchase price .,panostaja did not disclose the purchase price
neutral,Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,pharmaceutical market in belgium global research  data services published recently a market analysis about the pharmaceutical markets in belgium
neutral,Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,pharmaceutical market in poland global research  data services published recently a market analysis about the pharmaceutical markets in poland
neutral,Philips was not available to comment on the report .,philips was not available to comment on the report
neutral,Pohjola and cooperative banks have continued to combine their branch office network .,pohjola and cooperative banks have continued to combine their branch office network
